TCP,EEBO,VID,STC,Status,main_author,field of work,movement,lifestyle,owner of,notable work,influenced by,British Museum person or institution ID,Oxford Dictionary of National Biography ID,WomenWriters ID,cause of death,country of citizenship,employer,ethnic group,image,member of,native language,occupation,place of burial,political party,position held,religion,sex or gender,spouse,unmarried partner,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author_original,Number of authors,Date,Title,Terms,Pages,Source
K040557.000,,,,Free,John Dennis,,,,,,,136099,7503,,,Great Britain,,,John Dennis (dramatist).jpg,,,"writer, playwright, literary critic",,,,,male,,,John Dennis,,,,,,"Dennis, John, 1657-1734.",1,1704,Liberty asserted: A tragedy. As it is acted at the New Theater in Little Lincoln's-Inn-Fields. Written by Mr. Dennis.,,82,
K040564.000,,,,Free,Theophilus Cibber,,,,,,,132696,5418,,,United Kingdom,,,"Cibber, in the Character of Ancient Pistol (1759).jpg",,,stage actor,,,,,male,,,Theophilus Cibber,,,,,,"Cibber, Theophilus, 1703-1758.",1,1752,"A lick at a liar: or, calumny detected. Being an occasional letter to a friend from Theophilus Cibber, comedian",,23,
K040623.000,,,,Free,William Gilpin,,,,,,,29002,10762,,,United Kingdom of Great Britain and Ireland,,,William Gilpin by Henry Walton.jpg,,,"painter, writer, biographer",,,,Anglicanism,male,,,William Gilpin,,,,,,"Gilpin, William, 1724-1804.",1,1795,"Life of William Baker: with his funeral sermon, by the Rev. Mr. Gilpin.",,24,
K040638.000,,,,Free,Isaac Bickerstaffe,,,,,,,19577,2344,,,Ireland,,,,,,"playwright, librettist",,,,,male,,,Isaac Bickerstaffe,,,,,,"Bickerstaff, Isaac, 1735-1812.",1,1768,Lionel and Clarissa: A comic opera. As it is performed at the Theater Royal in Covent Garden.,,79,
K040667.000,,,,Free,"Douglas, John, ca. 1680-1743.",,,,,,,,,,,,,,,,,,,,,,male,,,"Douglas, John, ca. 1680-1743.",,,,,,"Douglas, John, ca. 1680-1743.",1,1720,"Lithotomia Douglassiana: or, an account of a new method of making the high operation, in order to extract the stone out of the bladder. ... Invented and successfully performed by John Douglas, surgeon.",,30,
K040676.000,,,,Free,Frederick Pilon,,,,,,,212003,22284,,,,,,,Accademia della Crusca,,"actor, poet",,,,,male,,,Frederick Pilon,,,,,,"Pilon, Frederick, 1750-1788.",1,1779,"The Liverpool prize: a farce: in two acts. As it is performed at the Theater Royal, in Covent Garden, with universal applause. Written by F. Pilon.",,47,
K040713.000,,,,Free,George Lillo,,,,,The London Merchant,,195404,16657,,,England,,,GeorgeLilloPort.jpg,,,"writer, playwright",,,,,male,,,George Lillo,,,,,,"Lillo, George, 1693-1739.",1,1731,"The London merchant: or, the history of George Barnwell. As it is acted at the Theater Royal in Drury Lane. By His Majesty's servants. By Mr. Lillo.",,79,
K040720.000,,,,Free,Richard Glover,,,,,,,141851,10831,,,Great Britain,,English people,,,English,"writer, politician, poet",,,Member of the 12th Parliament of Great Britain,,male,,,Richard Glover,,,,,,"Glover, Richard, 1712-1785.",1,1739,"London: or, the progress of commerce. A poem. By Mr. Glover.",,31,
K040756.000,,,,Free,John Burgoyne,,,,,,,,4013,,,Great Britain,,,BurgoyneByReynolds.jpg,"13th Parliament of Great Britain, 14th Parliament of Great Britain, 16th Parliament of Great Britain, 17th Parliament of Great Britain, 15th Parliament of Great Britain",,"politician, playwright, writer, military personnel",Westminster Abbey,,"Member of Parliament in the Parliament of Great Britain, Member of the Privy Council of Ireland, Member of the 12th Parliament of Great Britain, Member of the 13th Parliament of Great Britain, Member of the 14th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain, Member of the 17th Parliament of Great Britain",,male,"Susan Caulfield, Lady Charlotte Stanley",,John Burgoyne,,,,,,"Burgoyne, John, 1722-1792.",1,1781,"The lord of the manor, a comic opera: as it is performed at the Theater Royal Drury Lane, with a preface by the author.",,119,
K040829.000,,,,Free,George Saville Carey,,,,,,,131849,4648,,,,,,,,,writer,,,,,male,,,George Saville Carey,,,,,,"Carey, George Saville, 1743-1807.",1,1767,"Momus, a poem; or a critical examination into the merits of the performers, and comic pieces, at the Theater Royal in the Hay-Market",,19,
K040857.000,,,,Free,William Gilpin,,,,,,,29002,10762,,,United Kingdom of Great Britain and Ireland,,,William Gilpin by Henry Walton.jpg,,,"painter, writer, biographer",,,,Anglicanism,male,,,William Gilpin,,,,,,"Gilpin, William, 1724-1804.",1,1798,"Moral contrasts: or, the power of religion exemplified under different characters. By William Gilpin,",,234,
K040908.000,,,,Free,Edmund Burke,,"liberal conservatism, counter-revolutionary",,,"Reflections on the Revolution in France, A Philosophical Enquiry into the Origin of Our Ideas of the Sublime and Beautiful","Aristotelis, Cicero, Church Fathers, Richard Hooker, Montesquieu, William Blackstone, John Locke, David Hume",,4019,,,Kingdom of Ireland,University of Glasgow,,Edmund Burke by James Northcote.JPG,,,"politician, philosopher, writer",,Whigs,"Member of Parliament in the Parliament of Great Britain, Member of the 12th Parliament of Great Britain, Member of the 13th Parliament of Great Britain, Member of the 14th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain, Member of the 17th Parliament of Great Britain",Church of Ireland,male,Jane Mary Nugent,,Edmund Burke,,,,,,"Burke, Edmund, 1729-1797.",1,1784,"Mr. Burke's speech, on the 1st December 1783: upon the question for the Speaker's leaving the chair, in order for the House to resolve itself into a committee on Mr. Fox's East India Bill.",,106,
K040910.000,,,,Free,Edmund Burke,,"liberal conservatism, counter-revolutionary",,,"Reflections on the Revolution in France, A Philosophical Enquiry into the Origin of Our Ideas of the Sublime and Beautiful","Aristotelis, Cicero, Church Fathers, Richard Hooker, Montesquieu, William Blackstone, John Locke, David Hume",,4019,,,Kingdom of Ireland,University of Glasgow,,Edmund Burke by James Northcote.JPG,,,"politician, philosopher, writer",,Whigs,"Member of Parliament in the Parliament of Great Britain, Member of the 12th Parliament of Great Britain, Member of the 13th Parliament of Great Britain, Member of the 14th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain, Member of the 17th Parliament of Great Britain",Church of Ireland,male,Jane Mary Nugent,,Edmund Burke,,,,,,"Burke, Edmund, 1729-1797.",1,1785,"Mr. Burke's speech, on the motion made for papers relative to the directions for charging the Nabob of Arcot's private debts to Europeans: on the revenues of the Carnatic. February 28th, 1785. With an appendix, containing several documents.",,205,
K040928.000,,,,Free,John Arbuthnot,,,,,,,17554,610,,,Great Britain,,,Arbuthnot John Kneller.jpg,"Royal Society, Royal College of Physicians",,"mathematician, writer, composer, physician","St James's Church, Piccadilly",Tories,,,male,,,John Arbuthnot,,,,,,"Arbuthnot, John, 1667-1735.",1,1722,Mr. Maitland's account of inoculating the small pox,,38,
K040929.000,,,,Free,John Arbuthnot,,,,,,,17554,610,,,Great Britain,,,Arbuthnot John Kneller.jpg,"Royal Society, Royal College of Physicians",,"mathematician, writer, composer, physician","St James's Church, Piccadilly",Tories,,,male,,,John Arbuthnot,,,,,,"Arbuthnot, John, 1667-1735.",1,1722,"Mr. Maitland's account of inoculating the small pox: vindicated, from Dr. Wagstaffe's misrepresentations of that practice; with some remarks on Mr. Massey's sermon. The second edition. To which is added, his first account of inoculating the small pox.",,67,
K041028.000,,,,Free,Edmund Burke,,"liberal conservatism, counter-revolutionary",,,"Reflections on the Revolution in France, A Philosophical Enquiry into the Origin of Our Ideas of the Sublime and Beautiful","Aristotelis, Cicero, Church Fathers, Richard Hooker, Montesquieu, William Blackstone, John Locke, David Hume",,4019,,,Kingdom of Ireland,University of Glasgow,,Edmund Burke by James Northcote.JPG,,,"politician, philosopher, writer",,Whigs,"Member of Parliament in the Parliament of Great Britain, Member of the 12th Parliament of Great Britain, Member of the 13th Parliament of Great Britain, Member of the 14th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain, Member of the 17th Parliament of Great Britain",Church of Ireland,male,Jane Mary Nugent,,Edmund Burke,,,,,,"Burke, Edmund, 1729-1797.",1,1769,Observations on a late state of the nation,,98,
K041046.000,,,,Free,Joseph Priestley,"philosophy, chemistry",,,,,"Jeremy Bentham, John Amos Comenius",76925,22788,,,United Kingdom of Great Britain and Ireland,,,Priestley.jpg,"Royal Society, Royal Swedish Academy of Sciences, Saint Petersburg Academy of Sciences, American Academy of Arts and Sciences, American Philosophical Society, Accademia Nazionale delle Scienze detta dei XL, Academy of Sciences of Turin, Leeds Library",,"philosopher, theologian, chemist, educator, political theorist, dilettante, librarian, teacher, historian of science, physicist, politician, inventor",Riverview Cemetery,,member of the French National Assembly,Christianity,male,Mary Priestley,,Joseph Priestley,,,,,,"Priestley, Joseph, 1733-1804.",1,1776,"Observations on respiration, and the use of the blood. By Joseph Priestley, LL.D. F.R.S. Read at the Royal Society, Jan. 25, 1776",,24,
K041060.000,,,,Free,William Oldys,,,,,,,130932,20699,,,,,,"Portrait of William Oldys, 1795, by John Sewell, NPG.png",,,antiquarian,,,,,male,,,William Oldys,,,,,,"Oldys, William, 1696-1761.",1,1753,"Observations on the cure of William Tailor, the blind boy of Ightham, in Kent; who being born with cataracts in both eyes, was at eight years of age, brought to sight, on the 8th of October, 1751, by Mr. John Tailor, jun. oculist, ... Also some address to the public, for a contribution toward the foundation of an Hospital for the blind, already begun by some noble personages",,39,
K041151.000,,,,Free,Thomas Warton,,,,,,,155414,28799,,,Great Britain,University of Oxford,,Thomaswarton.jpg,,,"writer, poet, historian, literary critic, literary historian",,,Poet Laureate of the United Kingdom,Anglicanism,male,,,Thomas Warton,,,,,,"Warton, Thomas, 1728-1790.",1,1751,"Ode for music, as performed at the Theater in Oxford, on the second of July, 1751: Being the anniversary appointed by the late Lord Crew, Bishop of Durham, for the commemoration of benefactors to the University. By Tho. Warton, ...",,10,
K041165.000,,,,Free,Thomas Gray,,,,,,,29684,11356,,,Great Britain,University of Cambridge,English people,PortraitThomasGrayByJohnGilesEccart1747to1748.jpg,,English,"poet, writer, literary critic",Buckinghamshire,,professor,,male,,,Thomas Gray,,,,,,"Gray, Thomas, 1716-1771.",1,1747,An ode on a distant prospect of Eton College,,7,
K041171.000,,,,Free,Stephen Duck,,,,,,,137621,8131,,Died by Nagato,,,,,,,poet,,,,,male,,,Stephen Duck,,,,,,"Duck, Stephen, 1705-1756.",1,1743,An ode on the battle of Dettingen: Humbly inscribed to the King. By Stephen Duck.,,6,
K041173.000,,,,Free,David Garrick,,,,,,,28452,10408,,,Great Britain,,,Kauffman-Garrick.jpg,,,"playwright, theatrical producer, writer, screenwriter, stage actor, actor",Poets' Corner,,,,male,Eva Marie Veigel,,David Garrick,,,,,,"Garrick, David, 1717-1779.",1,1754,An ode on the death of Mr. Pelham,,8,
K041177.000,,,,Free,Thomas Gray,,,,,,,29684,11356,,,Great Britain,University of Cambridge,English people,PortraitThomasGrayByJohnGilesEccart1747to1748.jpg,,English,"poet, writer, literary critic",Buckinghamshire,,professor,,male,,,Thomas Gray,,,,,,"Gray, Thomas, 1716-1771.",1,1769,"Ode performed in the Senate House at Cambridge, July 1, 1769: installation of His Grace Augustus-Henry Fitzroy, Duke of Grafton, Chancellor of the University. Set to music by Dr. Randal, ...",,7,
K041179.000,,,,Free,William Mason,,,,,,,,18293,,,,,,William Mason by William Doughty.jpg,,,poet,,,,,male,,,William Mason,,,,,,"Mason, William, 1725-1797.",1,1749,"Ode performed in the Senate House at Cambridge July 1, 1749: At the installation of His Grace Thomas Holles Duke of Newcastle Chancellor of the University. By Mr. Mason ... Set to music by Mr. Boyce.",,8,
K041189.000,,,,Free,Richard Brinsley Sheridan,,,,,,,20881,25367,,,Kingdom of Ireland,,,Richard Sheridan.jpg,"1st United Kingdom Parliament, 2nd United Kingdom Parliament, 3rd United Kingdom Parliament, 4th United Kingdom Parliament",,"poet, politician, librettist, dramaturge, playwright",Westminster Abbey,Whigs,"Member of the 4th Parliament of the United Kingdom, Treasurer of the Navy, Member of Parliament in the Parliament of Great Britain, Member of the 1st Parliament of the United Kingdom, Member of the 2nd Parliament of the United Kingdom, Member of the 3rd Parliament of the United Kingdom, Member of the 4th Parliament of the United Kingdom, Member of the 17th Parliament of Great Britain, Member of the 18th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain",,male,"Elizabeth Ann Linley, Esther Jane Ogle",,Richard Brinsley Sheridan,,,,,,"Sheridan, Richard Brinsley, 1751-1816.",1,1781,An ode to the genius of scandal,,17,
K041192.000,,,,Free,William Mason,,,,,,,,18293,,,,,,William Mason by William Doughty.jpg,,,poet,,,,,male,,,William Mason,,,,,,"Mason, William, 1725-1797.",1,1782,"Ode to the honorable William Pit: By William Mason, M.A.",,9,
K041196.000,,,,Free,William Mason,,,,,,,,18293,,,,,,William Mason by William Doughty.jpg,,,poet,,,,,male,,,William Mason,,,,,,"Mason, William, 1725-1797.",1,1779,"Ode to the naval officers of Great Britain: Written, immediately after the trial of Admiral Keppel, February the eleventh, 1779. By W. Mason, M.A.",,8,
K041203.000,,,,Free,David Garrick,,,,,,,28452,10408,,,Great Britain,,,Kauffman-Garrick.jpg,,,"playwright, theatrical producer, writer, screenwriter, stage actor, actor",Poets' Corner,,,,male,Eva Marie Veigel,,David Garrick,,,,,,"Garrick, David, 1717-1779.",1,1769,"An ode upon dedicating a building, and erecting a statue, to Shakespeare, at Stratford upon Avon. By D.G",,35,
K041283.000,,,,Free,Henry Carey,,baroque music,,,,,131851,4651,,hanging,Great Britain,,,Henry Carey.jpg,,,"poet, composer, writer",,,,,male,,,Henry Carey,,,,,,"Carey, Henry, 1687?-1743.",1,1735,"Of stage tyrants. An epistle to the Right Honorable Philip Earl of Chesterfield. Occasioned by the Honest Yorkshire-man being rejected at Drury Lane Playhouse, and since acted at other theaters with universal applause. By Mr. Carey",,9,
K041295.000,,,,Free,Thomas Pennant,plant science,,,Downing,,,41545,21860,,,"Great Britain, Wales",,,Thomas Pennant.jpg,"Royal Society, Royal Swedish Academy of Sciences",,"botanist, ornithologist, zoologist, biologist, malacologist",,,,,male,,,Thomas Pennant,,,,,,"Pennant, Thomas, 1726-1798.",1,1788,Of the Patagonians. Formed from the relation of Father Falkener a Jesuit who had resided among them thirty eight years. And from the different voyagers who had met with this tall race,,18,
K041312.000,,,,Free,John Hill,"plant science, botany, mycology, pharmacy, geology",,,,,,,13281,,,Great Britain,,,"Makers of British botany, Plate 10 (John Hill).png",German Academy of Sciences Leopoldina,,"writer, translator, journalist, botanist, novelist",,,,,male,,,John Hill,,,,,,"Hill, John, 1714?-1775.",1,1750,"The old man's guide to health and longer life: with rules for diet, exercise, and physic; ...",,54,
K041358.000,,,,Free,Edmund Burke,,"liberal conservatism, counter-revolutionary",,,"Reflections on the Revolution in France, A Philosophical Enquiry into the Origin of Our Ideas of the Sublime and Beautiful","Aristotelis, Cicero, Church Fathers, Richard Hooker, Montesquieu, William Blackstone, John Locke, David Hume",,4019,,,Kingdom of Ireland,University of Glasgow,,Edmund Burke by James Northcote.JPG,,,"politician, philosopher, writer",,Whigs,"Member of Parliament in the Parliament of Great Britain, Member of the 12th Parliament of Great Britain, Member of the 13th Parliament of Great Britain, Member of the 14th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain, Member of the 17th Parliament of Great Britain",Church of Ireland,male,Jane Mary Nugent,,Edmund Burke,,,,,,"Burke, Edmund, 1729-1797.",1,1757,A philosophical enquiry into the origin of our ideas of the sublime and beautiful,,195,
K041371.001,,,,Free,Jean-Paul Marat,,,,,Les Chaînes de l'esclavage,,37144,,,stab wound,"France, Switzerland",,,Jean-Paul Marat - portrait peint par Joseph Boze.jpg,,French,"politician, journalist, physician",Panthéon,Jacobin,member of the French National Assembly,,male,,Simone Évrard,Jean-Paul Marat,,,,,,"Marat, Jean Paul, 1743-1793.",1,1773,A philosophical essay on man: Being an attempt to investigate the principles and laws of the reciprocal influence of the soul on the body. ...,,276,
K041371.002,,,,Free,Jean-Paul Marat,,,,,Les Chaînes de l'esclavage,,37144,,,stab wound,"France, Switzerland",,,Jean-Paul Marat - portrait peint par Joseph Boze.jpg,,French,"politician, journalist, physician",Panthéon,Jacobin,member of the French National Assembly,,male,,Simone Évrard,Jean-Paul Marat,,,,,,"Marat, Jean Paul, 1743-1793.",1,1773,A philosophical essay on man: Being an attempt to investigate the principles and laws of the reciprocal influence of the soul on the body. ...,,270,
K041393.000,,,,Free,William Congreve,,,,,,,67570,6069,,,Great Britain,,,"William Congreve by Sir Godfrey Kneller, Bt.jpg",,,"playwright, poet, writer, translator, engineer, librettist",Westminster Abbey,,,,male,"Henrietta Godolphin, 2nd Duchess of Marlborough",,William Congreve,,,,,,"Congreve, William, 1670-1729.",1,1706,"A pindarique ode, humbly offered to the Queen, on the victorious progress of Her Majesty's arms, under the conduct of the Duke of Marlborough. To which is prefixed, a discourse on the pindarique ode. By Mr. Congreve",,15,
K041419.000,,,,Free,"Guiton, Mademoiselle (Marie)",,,,,,,,,,,,,,,,,,,,,,female,,,"Guiton, Mademoiselle (Marie)",,,,,,"Guiton, Mademoiselle (Marie)",1,1750,"Plain and familiar instructions on ruptures, designed for the use of the female sex: in which are given distinct notions of these maladies, and the most proper means of curing them: together with accurate rules and directions on the use and application of trusses. By Mademoiselle Guiton,",,57,
K041482.000,,,,Free,Hannah Brand,,,,,,,,3250,,,"Great Britain, United Kingdom of Great Britain and Ireland",,,,,,"actor, playwright, writer",,,,,female,,,Hannah Brand,,,,,,"Brand, Hannah, d. 1821.",1,1798,Plays and poems: by Miss Hannah Brand.,,433,
K041500.000,,,,Free,Thomas Warton,,,,,,,155414,28799,,,Great Britain,University of Oxford,,Thomaswarton.jpg,,,"writer, poet, historian, literary critic, literary historian",,,Poet Laureate of the United Kingdom,Anglicanism,male,,,Thomas Warton,,,,,,"Warton, Thomas, 1728-1790.",1,1747,The pleasures of melancholy. A poem,,23,
K041503.000,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1,1796,"The plum-cakes; or, the farmer and his three sons",,8,
K041528.000,,,,Free,Richard Savage,,,,,,,,24724,,,"Kingdom of England, Great Britain",,,Richard Savage - a romance of real life (1844) (14796074993).jpg,,,"poet, satirist",,,,,male,,,Richard Savage,,,,,,"Savage, Richard, d. 1743.",1,1727,"A poem, sacred to the glorious memory of our late most gracious sovereign lord King George: ... By Richard Savage, ...",,7,
K041537.000,,,,Free,John Dennis,,,,,,,136099,7503,,,Great Britain,,,John Dennis (dramatist).jpg,,,"writer, playwright, literary critic",,,,,male,,,John Dennis,,,,,,"Dennis, John, 1657-1734.",1,1714,"A poem upon the death of her late sacred majesty Queen Anne, and the most happy and most auspicious accession of his sacred majesty King George. To the imperial crowns of Great Britain, France and Ireland. ... By Mr. Dennis",,27,
K041548.001,,,,Free,William Hayley,,,,The Turret,,,136713,12769,,,,,,William Hayley by Henry Howard.jpg,,,"poet, painter, biographer",,,,,male,,,William Hayley,,,,,,"Hayley, William, 1745-1820.",1,1785,"Poems and plays: by William Hayley, Esquire. In six volumes. ...",,203,
K041548.002,,,,Free,William Hayley,,,,The Turret,,,136713,12769,,,,,,William Hayley by Henry Howard.jpg,,,"poet, painter, biographer",,,,,male,,,William Hayley,,,,,,"Hayley, William, 1745-1820.",1,1785,"Poems and plays: by William Hayley, Esquire. In six volumes. ...",,263,
K041548.003,,,,Free,William Hayley,,,,The Turret,,,136713,12769,,,,,,William Hayley by Henry Howard.jpg,,,"poet, painter, biographer",,,,,male,,,William Hayley,,,,,,"Hayley, William, 1745-1820.",1,1785,"Poems and plays: by William Hayley, Esquire. In six volumes. ...",,220,
K041548.004,,,,Free,William Hayley,,,,The Turret,,,136713,12769,,,,,,William Hayley by Henry Howard.jpg,,,"poet, painter, biographer",,,,,male,,,William Hayley,,,,,,"Hayley, William, 1745-1820.",1,1785,"Poems and plays: by William Hayley, Esquire. In six volumes. ...",,242,
K041548.005,,,,Free,William Hayley,,,,The Turret,,,136713,12769,,,,,,William Hayley by Henry Howard.jpg,,,"poet, painter, biographer",,,,,male,,,William Hayley,,,,,,"Hayley, William, 1745-1820.",1,1785,"Poems and plays: by William Hayley, Esquire. In six volumes. ...",,265,
K041548.006,,,,Free,William Hayley,,,,The Turret,,,136713,12769,,,,,,William Hayley by Henry Howard.jpg,,,"poet, painter, biographer",,,,,male,,,William Hayley,,,,,,"Hayley, William, 1745-1820.",1,1785,"Poems and plays: by William Hayley, Esquire. In six volumes. ...",,318,
K041555.000,,,,Free,"Donaldson, J. (John), 1737-1801.",,,,,,,,,,,,,,,,,,,,,,male,,,"Donaldson, J. (John), 1737-1801.",,,,,,"Donaldson, J. (John), 1737-1801.",1,1784,"Poems by J. Donaldson, author of The elements of beauty",,24,
K041581.000,,,,Free,Christopher Smart,,,,,,,162528,25739,,,Great Britain,,,Christopher Smart.jpg,,English,"writer, stage actor, composer, hymnwriter, children's writer, editor",,,,Anglicanism,male,,,Christopher Smart,,,,,,"Smart, Christopher, 1722-1771.",1,1752,"Poems on several occasions: By Christopher Smart, ...",,236,
K041590.000,,,,Free,Henry Jones,,,,,,,209822,15012,,,,,,,,,"poet, playwright",,,,,male,,,Henry Jones,,,,,,"Jones, Henry, 1721-1770.",1,1749,Poems on several occasions: By Henry Jones.,,240,
K041597.000,,,,Free,Nicholas Rowe,,,,,,,77763,24203,,,Great Britain,,,Nicholas Rowe from NPG.jpg,,,"playwright, poet, writer, literary historian, poet lawyer",Westminster Abbey,,Poet Laureate of the United Kingdom,,male,"Anne Devenish, Antonia Parsons",,Nicholas Rowe,,,,,,"Row, Nicholas, 1674-1718.",1,1714,"Poems on several occasions: By N. Row, Esquire;.",,41,
K041605.000,,,,Free,Thomas Parnell,,,,,,,41170,21390,,,Kingdom of Ireland,,,Thomas Parnell.jpg,,,"poet, writer, essayist, translator",,,,,male,Anne Minchin,,Thomas Parnell,,,,,,"Parnell, Thomas, 1679-1718.",1,1721,"Poems on several occasions: Written by Dr. Thomas Parnell, ... and published by Mr. Pope.",,228,
K041684.001,,,,Free,David Garrick,,,,,,,28452,10408,,,Great Britain,,,Kauffman-Garrick.jpg,,,"playwright, theatrical producer, writer, screenwriter, stage actor, actor",Poets' Corner,,,,male,Eva Marie Veigel,,David Garrick,,,,,,"Garrick, David, 1717-1779.",1,1785,"The poetical works of David Garrick, Esquire. Now first collected into two volumes. With explanatory notes.",,279,
K041684.002,,,,Free,David Garrick,,,,,,,28452,10408,,,Great Britain,,,Kauffman-Garrick.jpg,,,"playwright, theatrical producer, writer, screenwriter, stage actor, actor",Poets' Corner,,,,male,Eva Marie Veigel,,David Garrick,,,,,,"Garrick, David, 1717-1779.",1,1785,"The poetical works of David Garrick, Esquire. Now first collected into two volumes. With explanatory notes.",,320,
K041691.000,,,,Free,James Thomson,,,,,"Rule, Britannia!, The Seasons",,48435,27306,,,Great Britain,,Scottish people,James Thomson (Scottish poet).jpg,,,"writer, poet",,,,,male,,,James Thomson,,,,,,"Thomson, James, 1700-1748.",1,1728,Spring. A poem: By Mr. Thomson.,,69,
K041717.000,,,,Free,Charles Churchill,,,,,,,132693,5397,,disease,Great Britain,,,Charles Churchill (satirist).jpg,,English,"poet, writer",,,,,male,,,Charles Churchill,,,,,,"Churchill, Charles, 1731-1764.",1,1763,"The prophecy of famine. A Scots pastoral: By C. Churchill. Inscribed to John Wilkes, Esquire;.",,31,
K041831.000,,,,Free,Charles Churchill,,,,,,,132693,5397,,disease,Great Britain,,,Charles Churchill (satirist).jpg,,English,"poet, writer",,,,,male,,,Charles Churchill,,,,,,"Churchill, Charles, 1731-1764.",1,1761,Night: An epistle to Robert Lloyd. By the author.,,18,
K041852.000,,,,Free,Arthur Murphy,,,,,,,39729,19569,,,Ireland,,,"Arthur Murphy by Nathaniel Dance, (later Sir Nathaniel Dance-Holland, Bt).jpg",,,"writer, biographer",,,,,male,,,Arthur Murphy,,,,,,"Murphy, Arthur, 1727-1805.",1,1764,"No one's enemy but his own: A comedy in three acts, as it is performed at the Theater Royal in Covent Garden.",,101,
K042020.000,,,,Free,Francis Gentleman,,,,,,,,10525,,,,,,,,,"author, poet",,,,,male,,,Francis Gentleman,,,,,,"Gentleman, Francis, 1728-1784.",1,1760,"Oroonoko: or the royal slave. A tragedy. Altered from Southern, by Francis Gentleman. ...",,87,
K042178.000,,,,Free,William Kenrick,,,,,,,149492,15416,,,Great Britain,,,William Kenrick.jpg,,,"writer, playwright, translator",,,,,male,,,William Kenrick,,,,,,"Kenrick, W. (William), 1725?-1779.",1,1753,The pasquinade. With notes variorum. Book the first,,27,
K042183.000,,,,Free,George Berkeley,"philosophy, theology, education, epistemology, metaphysics, philosophy of science, calculus, Immaterialism","empiricism, Immaterialism",,,"De Motu, An Essay Towards a New Theory of Vision, A Treatise Concerning the Principles of Human Knowledge, Three Dialogues between Hylas and Philonous, The Theory of Vision, or Visual Language, The Analyst, Siris, The Querist","John Locke, Nicolas Malebranche",,2211,,,Kingdom of Ireland,,,George Berkeley by Jonh Smibert.jpg,,,"philosopher, Anglican priest, writer, epistemologist, philosopher of science, metaphysician",Christ Church Cathedral,,"Bishop of Cloyne, Dean of Derry, Dean of Dromore",Anglicanism,male,"Anne Forster, Sarah Foster",,George Berkeley,,,,,,"Berkeley, George, 1685-1753.",1,1712,"Passive obedience: or, the Christian doctrine of not resisting the supreme power, proved and vindicated ... In a discourse delivered at the College-chapel. By George Berkeley, M.A. Fellow of Trinity-College, Dublin.",,46,
K042231.000,,,,Free,David Garrick,,,,,,,28452,10408,,,Great Britain,,,Kauffman-Garrick.jpg,,,"playwright, theatrical producer, writer, screenwriter, stage actor, actor",Poets' Corner,,,,male,Eva Marie Veigel,,David Garrick,,,,,,"Garrick, David, 1717-1779.",1,1767,"A peep behind the curtain: or, the new rehearsal. As it is now performed at the Theater Royal in Drury Lane.",,49,
K042270.000,,,,Free,Thomas Hull,,,,,,,32315,14109,,,,,,Thomas Hull.jpg,,,stage actor,,,,,male,,,Thomas Hull,,,,,,"Hull, Thomas, 1728-1808.",1,1767,The perplexities: a comedy. As it is performed at the Theater Royal in Covent Garden,,86,
K042319.000,,,,Free,Edmund Burke,,"liberal conservatism, counter-revolutionary",,,"Reflections on the Revolution in France, A Philosophical Enquiry into the Origin of Our Ideas of the Sublime and Beautiful","Aristotelis, Cicero, Church Fathers, Richard Hooker, Montesquieu, William Blackstone, John Locke, David Hume",,4019,,,Kingdom of Ireland,University of Glasgow,,Edmund Burke by James Northcote.JPG,,,"politician, philosopher, writer",,Whigs,"Member of Parliament in the Parliament of Great Britain, Member of the 12th Parliament of Great Britain, Member of the 13th Parliament of Great Britain, Member of the 14th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain, Member of the 17th Parliament of Great Britain",Church of Ireland,male,Jane Mary Nugent,,Edmund Burke,,,,,,"Burke, Edmund, 1729-1797.",1,1777,"The political tracts and speeches: of Edmund Burke, Esquire. Member of Parliament for the city of Bristol.",,436,
