DocName,FileName,EEBO,VID,STC,Status,main_author,field of work,movement,lifestyle,owner of,notable work,influenced by,British Museum person or institution ID,Oxford Dictionary of National Biography ID,WomenWriters ID,cause of death,country of citizenship,employer,ethnic group,image,member of,native language,occupation,place of burial,political party,position held,religion,sex or gender,spouse,unmarried partner,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author_original,Number of authors,Date,Title,Terms,Pages,Source,total_words,discrete_count,variance
K045363.000,K045363.000.txt,,,,Free,Isaac Bickerstaffe,,,,,,,19577,2344.0,,,Ireland,,,,,,"playwright, librettist",,,,,male,,,Isaac Bickerstaffe,,,,,,"Bickerstaff, Isaac, 1735-1812.",1.0,1787.0,"The sultan, or a peep into the seraglio: A farce, in two acts. By Isaac Bickerstaffe. Acted at the Theaters Royal in Drury Lane and Covent Garden.",,22.0,,6003,1423,0.237048142595369
K045376.000,K045376.000.txt,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1795.0,"Sunday reading. Bear ye one another burdens: or, the valley of tears: a vision.",,8.0,,2071,664,0.32061805890873973
K045394.000,K045394.000.txt,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1796.0,Sunday reading. On carrying religion into the common business of life,,16.0,,4136,1098,0.26547388781431336
K045417.000,K045417.000.txt,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1796.0,Sunday reading. The grand assizes: or general goal delivery.,,13.0,,2991,853,0.2851889000334336
K045423.000,K045423.000.txt,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1796.0,"Sunday reading. The history of the two wealthy farmers; or a new dialogue, between Mr. Bragwell and Mr. Worthy. Part IV; Two wealthy farmers; or, the history of Mr. Bragwell. Part IV",,15.0,,3704,915,0.24703023758099352
K045428.000,K045428.000.txt,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1796.0,Sunday reading. The pilgrims. An allegory,,16.0,,4509,1309,0.2903082723442005
K045429.000,K045429.000.txt,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1796.0,"Sunday reading. The servant man turned soldier; or, the fair weather Christian, A parable",,15.0,,3878,1221,0.314853017019082
K045433.000,K045433.000.txt,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1796.0,"Sunday reading. The strait gate and the broad way, being the second part of the valley of tears",,15.0,,4090,1127,0.27555012224938874
K045439.000,K045439.000.txt,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1796.0,The Sunday school,,15.0,,4517,1127,0.24950188177994245
K045459.000,K045459.000.txt,,,,Free,Thomas Chatterton,,,,,,,22634,5189.0,,poison,Great Britain,,English people,Thomas Chatterton.jpg,,,"poet, writer",,,,,male,,,Thomas Chatterton,,,,,,"Chatterton, Thomas, 1752-1770.",1.0,1784.0,A supplement to the miscellanies of Thomas Chatterton; Miscellanies in prose and verse.,,90.0,,9169,2786,0.3038499291089541
K045775.000,K045775.000.txt,,,,Free,"Boulton, Richard, b. 1676 or 7.",,,,,,,,,,,,,,,,,,,,,,male,,,"Boulton, Richard, b. 1676 or 7.",,,,,,"Boulton, Richard, b. 1676 or 7.",1.0,1724.0,"Some thoughts concerning the unusual qualities of the air. Containing some cautions necessary to prevent malignant and pestilential or contagious distempers. ... By Richard Boulton,",,53.0,,7090,1364,0.1923836389280677
K045798.000,K045798.000.txt,,,,Free,David Garrick,,,,,,,28452,10408.0,,,Great Britain,,,Kauffman-Garrick.jpg,,,"playwright, theatrical producer, writer, screenwriter, stage actor, actor",Poets' Corner,,,,male,Eva Marie Veigel,,David Garrick,,,,,,"Garrick, David, 1717-1779.",1.0,1771.0,"The songs, choruses, and serious dialogue of the masque called The institution of the garter, or, Arthur's round table restored; Institution of the garter.",,21.0,,3223,1153,0.3577412348743407
K045837.000,K045837.000.txt,,,,Free,Kane O'Hara,,,,,,,,20635.0,,,Ireland,,,,,,"playwright, composer",,,,,male,,,Kane O'Hara,,,,,,"O'Hara, Kane, 1714?-1782.",1.0,1780.0,Songs in the comic opera of Tom Thumb the Great. As it is now performing at the Microcosm near Stephen's-Street; Tom Thumb.,,29.0,,3780,1469,0.38862433862433865
K045920.000,K045920.000.txt,,,,Free,Edmund Burke,,"liberal conservatism, counter-revolutionary",,,"Reflections on the Revolution in France, A Philosophical Enquiry into the Origin of Our Ideas of the Sublime and Beautiful","Aristotelis, Cicero, Church Fathers, Richard Hooker, Montesquieu, William Blackstone, John Locke, David Hume",,4019.0,,,Kingdom of Ireland,University of Glasgow,,Edmund Burke by James Northcote.JPG,,,"politician, philosopher, writer",,Whigs,"Member of Parliament in the Parliament of Great Britain, Member of the 12th Parliament of Great Britain, Member of the 13th Parliament of Great Britain, Member of the 14th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain, Member of the 17th Parliament of Great Britain",Church of Ireland,male,Jane Mary Nugent,,Edmund Burke,,,,,,"Burke, Edmund, 1729-1797.",1.0,1780.0,"A speech of Edmund Burke, Esquire. at the Guildhall, in Bristol: previous to the late election in that city, upon certain points relative to his parliamentary conduct.",,70.0,,17861,3249,0.18190470858294608
K045928.000,K045928.000.txt,,,,Free,Edmund Burke,,"liberal conservatism, counter-revolutionary",,,"Reflections on the Revolution in France, A Philosophical Enquiry into the Origin of Our Ideas of the Sublime and Beautiful","Aristotelis, Cicero, Church Fathers, Richard Hooker, Montesquieu, William Blackstone, John Locke, David Hume",,4019.0,,,Kingdom of Ireland,University of Glasgow,,Edmund Burke by James Northcote.JPG,,,"politician, philosopher, writer",,Whigs,"Member of Parliament in the Parliament of Great Britain, Member of the 12th Parliament of Great Britain, Member of the 13th Parliament of Great Britain, Member of the 14th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain, Member of the 17th Parliament of Great Britain",Church of Ireland,male,Jane Mary Nugent,,Edmund Burke,,,,,,"Burke, Edmund, 1729-1797.",1.0,1775.0,"Speech of Edmund Burke, Esquire. on American taxation, April 19, 1774",,61.0,,22948,3459,0.15073208994247864
K045995.000,K045995.000.txt,,,,Free,William Kenrick,,,,,,,149492,15416.0,,,Great Britain,,,William Kenrick.jpg,,,"writer, playwright, translator",,,,,male,,,William Kenrick,,,,,,"Kenrick, W. (William), 1725?-1779.",1.0,1776.0,"The spleen: or, the offspring of folly. A lyri-comi-tragic tale. In four cantos. ... Dedicated to George Colman, Esquire. Author of the spleen, a comic piece, ...",,46.0,,5945,2103,0.3537426408746846
K046052.000,K046052.000.txt,,,,Free,James Thomson,,,,,"Rule, Britannia!, The Seasons",,48435,27306.0,,,Great Britain,,Scottish people,James Thomson (Scottish poet).jpg,,,"writer, poet",,,,,male,,,James Thomson,,,,,,"Thomson, James, 1700-1748.",1.0,1745.0,"Tancred and Sigismunda. A tragedy: As it is acted at the Theater Royal in Drury Lane, by His Majesty's servants. By James Thomson.",,92.0,,20365,3298,0.16194451264424256
K046060.000,K046060.000.txt,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1796.0,"Tawny Rachel, or, the fortune teller; with some account of dreams, omens and conjurers",,15.0,,4262,1091,0.25598310652275924
K046073.000,K046073.000.txt,,,,Free,Samuel Jackson Pratt,,,,,,,151214,22710.0,,,,,,Samuel Jackson Pratt.jpg,,,"novelist, poet, bookseller",,,,,male,Charlotte Melmoth,,Samuel Jackson Pratt,,,,,,"Pratt, Mr. (Samuel Jackson), 1749-1814.",1.0,1774.0,The tears of genius: Occasioned by the death of Dr. Goldsmith. By Courtney Melmoth.,,30.0,,3939,1490,0.3782685960903783
K046076.000,K046076.000.txt,,,,Free,Aaron Hill,,,,,,,"147054, 214969",13264.0,,,Great Britain,,,,,,"poet, playwright, essayist",,,,,male,,,Aaron Hill,,,,,,"Hill, Aaron, 1685-1750.",1.0,1737.0,"The tears of the muses; in a conference between prince Germanicus, and a malcontent party; Tears of the muses",,39.0,,5097,2053,0.40278595252109084
K046085.000,K046085.000.txt,,,,Free,David Garrick,,,,,,,28452,10408.0,,,Great Britain,,,Kauffman-Garrick.jpg,,,"playwright, theatrical producer, writer, screenwriter, stage actor, actor",Poets' Corner,,,,male,Eva Marie Veigel,,David Garrick,William Shakespeare,,,,,"Garrick, David, 1717-1779.; Shakespeare, William, 1564-1616.",2.0,1756.0,"The tempest. An opera: Taken from Shakespeare. As it is performed at the Theater Royal in Drury Lane. The songs from Shakespeare, Dryden, &c. The music composed by Mr. Smith.",,52.0,,6000,1622,0.2703333333333333
K046152.000,K046152.000.txt,,,,Free,Francis Gentleman,,,,,,,,10525.0,,,,,,,,,"author, poet",,,,,male,,,Francis Gentleman,,,,,,"Gentleman, Francis, 1728-1784.",1.0,1772.0,"The theaters. A poetical dissection. By Sir Nicholas Nipclose, Baronet",,80.0,,12701,3433,0.27029367766317614
