DocName,FileName,EEBO,VID,STC,Status,main_author,field of work,movement,lifestyle,owner of,notable work,influenced by,British Museum person or institution ID,Oxford Dictionary of National Biography ID,WomenWriters ID,cause of death,country of citizenship,employer,ethnic group,image,member of,native language,occupation,place of burial,political party,position held,religion,sex or gender,spouse,unmarried partner,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author_original,Number of authors,Date,Title,Terms,Pages,Source,total_words,discrete_count,variance
K118436.000,K118436.000.txt,,,,Free,Robert Jephson,,,,,,,149141,14768.0,,,,,,,,,"writer, playwright, politician",,,Member of Parliament in the Parliament of Ireland,,male,,,Robert Jephson,,,,,,"Jephson, Robert, 1736-1803.",1.0,1768.0,Considerations upon the augmentation of the army: Addressed to the public.,,22.0,,2344,884,0.3771331058020478
K118458.000,K118458.000.txt,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1796.0,"The history of Hester Wilmot; or, the second part of The Sunday school; Sunday school.",,16.0,,4447,1182,0.26579716662918823
K118525.000,K118525.000.txt,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1795.0,The shepherd of Salisbury-Plain. Part II; Shepherd of Salisbury-Plain.,,32.0,,5863,1328,0.22650520211495823
K118563.000,K118563.000.txt,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1796.0,"The dram-shop; or a peep into a prison; Gin-shop; or, a peep into a prison",,1.0,,789,407,0.5158428390367554
K118948.000,K118948.000.txt,,,,Free,Granville Sharp,,,,,,,78454,25208.0,,,United Kingdom of Great Britain and Ireland,,,Granville Sharp (Hoare memoire).jpg,,,"politician, jurist","Tomb Of Granville Sharp, All Saints Churchyard",,,,male,,,Granville Sharp,,,,,,"Sharp, Granville, 1735-1813.",1.0,1780.0,"A defense of the ancient, legal, and constitutional, right of the people: to elect representatives for every session of Parliament; ... In a letter to a member of the Surry Committee. By Granville Sharp.",,15.0,,2432,755,0.3104440789473684
K119146.000,K119146.000.txt,,,,Free,William Shenstone,,,,,,,46079,25321.0,,,"Great Britain, United Kingdom",,,William Shenstone by Edward Alcock.jpg,,,"horticulturist, poet, gardener, writer",,,,,male,,,William Shenstone,,,,,,"Shenstone, William, 1714-1763.",1.0,1770.0,"Letters to particular friends: by William Shenstone, Esquire; from the year 1739 to 1763.",,298.0,,80468,7935,0.09861062782721082
K119273.000,K119273.000.txt,,,,Free,"Harrison, John, fl. 1784-1792.",,,,,,,,,,,,,,,,,,,,,,male,,,"Harrison, John, fl. 1784-1792.",,,,,,"Harrison, John, fl. 1784-1792.",1.0,1785.0,"The remarkable effects of fixed air in mortifications of the extremities: To which is added, the history of some worm-cases. By John Harrison, surgeon, ...",,23.0,,3469,989,0.28509656961660423
K119291.000,K119291.000.txt,,,,Free,"Denman, Thomas, 1733-1815.",,,,,,,,,,,,,,,,,,,,,,male,,,"Denman, Thomas, 1733-1815.",,,,,,"Denman, Thomas, 1733-1815.",1.0,1773.0,Remarks on Dr. Leake's paper on the use of his forceps,,7.0,,1697,555,0.3270477312905127
K119392.000,K119392.000.txt,,,,Free,John Howlett,,,,,,,188080,14002.0,,,,,,,,,economist,,,,Anglicanism,male,,,John Howlett,,,,,,"Howlett, John, 1731-1804.",1.0,1782.0,"Observations on the increased population, healthiness, &c. of the town of Maidstone",,21.0,,4307,1144,0.2656141165544463
K119722.000,K119722.000.txt,,,,Free,"Sheridan, Richard, d. 1793.",,,,,,,,,,,,,,,,,,,,,,male,,,"Sheridan, Richard, d. 1793.",,,,,,"Sheridan, Richard, d. 1793.",1.0,1790.0,"Mr. Sheridan's argument in the case of Daly against Magee, on a motion to discharge the defendant on common bail",,25.0,,4386,1051,0.23962608299133606
K119752.000,K119752.000.txt,,,,Free,John Brand,,,,,,,,3255.0,,,"Great Britain, United Kingdom of Great Britain and Ireland",,,,,,"Anglican priest, writer",,,,Anglicanism,male,,,John Brand,,,,,,"Brand, John, d. 1808.",1.0,1800.0,"A letter to **** *******, Esquire, on Buonaparte's proposals for opening a negotiation for peace: ... By J. Brand,",,87.0,,20128,3404,0.16911764705882354
K119822.000,K119822.000.txt,,,,Free,Granville Sharp,,,,,,,78454,25208.0,,,United Kingdom of Great Britain and Ireland,,,Granville Sharp (Hoare memoire).jpg,,,"politician, jurist","Tomb Of Granville Sharp, All Saints Churchyard",,,,male,,,Granville Sharp,,,,,,"Sharp, Granville, 1735-1813.",1.0,1780.0,"The legal means of political reformation: proposed in two small tracts, viz. The first on ""Equitable representation,"" and the legal means of obtaining it. The second on ""Annual parliaments, the ancient and most salutary right of the people."".",,56.0,,8582,1847,0.2152178979258914
K119911.000,K119911.000.txt,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1777.0,"Ode to Dragon, Mr. Garrick's house-dog, at Hampton",,11.0,,768,437,0.5690104166666666
K120000.000,K120000.000.txt,,,,Free,Joseph Addison,,,,,,,64087,156.0,,,,Magdalen College,,"Joseph Addison by Sir Godfrey Kneller, Bt.jpg",,,"politician, writer, playwright, poet, journalist, editor, librettist",Westminster Abbey,Whigs,"Member of Parliament in the Parliament of Great Britain, Member of Parliament in the Parliament of Ireland, Member of the Privy Council of Ireland, Member of the 2nd Parliament of Great Britain, Member of the 3rd Parliament of Great Britain, Member of the 4th Parliament of Great Britain, Member of the 5th Parliament of Great Britain",Anglicanism,male,Charlotte Addison,,Joseph Addison,,,,,,"Addison, Joseph, 1672-1719.",1.0,1719.0,"The old Whig. Numb. II: With remarks upon The plebeian, No II.",,16.0,,5125,1198,0.23375609756097562
K120041.000,K120041.000.txt,,,,Free,David Garrick,,,,,,,28452,10408.0,,,Great Britain,,,Kauffman-Garrick.jpg,,,"playwright, theatrical producer, writer, screenwriter, stage actor, actor",Poets' Corner,,,,male,Eva Marie Veigel,,David Garrick,,,,,,"Garrick, David, 1717-1779.",1.0,1747.0,"Miss in her teens: or, the medley of lovers. A farce in two acts. As it is performed at the Theater Royal in Covent Garden.",,36.0,,9667,1841,0.19044170890658943
K120396.000,K120396.000.txt,,,,Free,William Collins,,,,,,,23335,5957.0,,,Great Britain,,,WilliamCollinsPoet.jpg,,,"poet, writer",,,,,male,,,William Collins,,,,,,"Collins, William, 1721-1759.",1.0,1765.0,The poetical works: of Mr. William Collins. With memoirs of the author; and observations on his genius and writings. By J. Langhorne.,,130.0,,19916,4148,0.20827475396665998
K120907.000,K120907.000.txt,,,,Free,Daniel Defoe,,,,,"Robinson Crusoe, Moll Flanders, A Journal of the Plague Year",,24826,7421.0,,,"Kingdom of England, Great Britain",,English people,Daniel Defoe Kneller Style.jpg,,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist",Bunhill Fields,,,,male,Mary Tuffley,,Daniel Defoe,,,,,,"Defoe, Daniel, attributed name. 1661?-1731,",1.0,1710.0,"The Banb---y apes: or, the monkeys chattering to the magpye. In a letter to a friend in London",,7.0,,1639,638,0.38926174496644295
K120974.000,K120974.000.txt,,,,Free,Colley Cibber,,,,,,,22843,5416.0,,,Great Britain,,,Colley Cibber as Lord Foppington in The Relapse by John Vanbrugh engraving.jpg,,,"playwright, poet, writer, stage actor",,,Poet Laureate of the United Kingdom,,male,Catherine Cibber,,Colley Cibber,Molière,,,,,"Cibber, Colley, 1671-1757.; Moliere, 1622-1673.",2.0,1718.0,"The non-juror: A comedy. As it is acted at the Theater Royal, by His Majesty's servants. Writien [sic] by Mr. Cibber.",,83.0,,29998,3604,0.12014134275618374
K120989.000,K120989.000.txt,,,,Free,James Northcote,art of painting,,,,Zelfportret,,40357,20326.0,,,United Kingdom of Great Britain and Ireland,,,James Northcote by James Northcote.jpg,Royal Academy of Arts,,"painter, writer",,,,,male,,,James Northcote,,,,,,"Northcote, James, 1746-1831.",1.0,1796.0,"Diligence and dissipation: or the progress of a modest girl and a wanton, exemplified in ten different stages of their lives: ... The plates are engraved from pictures invented and painted by James Northcote, R.A.",,47.0,,7203,2098,0.2912675274191309
K120993.000,K120993.000.txt,,,,Free,Henry Carey,,baroque music,,,,,131851,4651.0,,hanging,Great Britain,,,Henry Carey.jpg,,,"poet, composer, writer",,,,,male,,,Henry Carey,,,,,,"Carey, Henry, 1687?-1743.",1.0,1770.0,"True-blue; or, the press-gang, a musical interlude: as revived at the Theater Royal in Covent Garden; Nancy",,11.0,,818,368,0.44987775061124696
K121056.000,K121056.000.txt,,,,Free,Alexander Pope,,,,,,,42381,22528.0,,,,,,,,,"painter, actor",,,,,male,Clara Maria Pope,,Alexander Pope,,,,,,"Pope, Alexander, 1763-1835.",1.0,1790.0,"Observations on the resolutions of the clergy: who assembled at Chester, Feb. 15th. 1790, for the purpose of supporting the Corporation and Test Acts.",,9.0,,5647,1081,0.19142907738622278
K121177.000,K121177.000.txt,,,,Free,William Congreve,,,,,,,67570,6069.0,,,Great Britain,,,"William Congreve by Sir Godfrey Kneller, Bt.jpg",,,"playwright, poet, writer, translator, engineer, librettist",Westminster Abbey,,,,male,"Henrietta Godolphin, 2nd Duchess of Marlborough",,William Congreve,,,,,,"Congreve, William, 1670-1729.",1.0,1706.0,The double dealer: A comedy. As it is acted at the Theater Royal. By their Majesty's servants. Written by Mr. Congreve.,,75.0,,28874,3638,0.12599570547897762
K121415.000,K121415.000.txt,,,,Free,Daniel Defoe,,,,,"Robinson Crusoe, Moll Flanders, A Journal of the Plague Year",,24826,7421.0,,,"Kingdom of England, Great Britain",,English people,Daniel Defoe Kneller Style.jpg,,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist",Bunhill Fields,,,,male,Mary Tuffley,,H. D.,Daniel Defoe,,,,,"H. D.; Defoe, Daniel, attributed name. 1661?-1731,",2.0,1725.0,The life of Jonathan Wild: from his birth to his death. Containing his rise and progress in roguery; ... The second edition. By H. D. late Clerk to Justice -,,85.0,,19344,3021,0.15617245657568238
K121560.000,K121560.000.txt,,,,Free,"Hawkins, W. (William), 18th cent.",,,,,,,,,,,,,,,,,,,,,,male,,,"Hawkins, W. (William), 18th cent.",,,,,,"Hawkins, W. (William), 18th cent.",1.0,1776.0,"The shrubs of Parnassus: or, juvenile muse. A collection of songs, and poems. Chiefly pastoral. By W. Hawkins.",,110.0,,11634,2517,0.21634863331614235
K121574.000,K121574.000.txt,,,,Free,Henry Jones,,,,,,,209822,15012.0,,,,,,,,,"poet, playwright",,,,,male,,,Henry Jones,William Dobson,,,,,"Jones, Henry, 1721-1770.; Dobson, William, b. 1714 or 15.",2.0,1758.0,"The patriot enterprise: or an address to Britain. A poem. Inscribed to the Right Hon. William Pit, ... by Mr. Jones, author of The Earl of Essex. To which is added, The Prussian campaign, a poem. Celebrating the achievements [sic] of Frederick the Great, in the years 1756-57. By William Dobson, L.L.B.",,25.0,,5500,2077,0.37763636363636366
K121980.000,K121980.000.txt,,,,Free,Gil Langley,,,,,,,,,,,Australia,,,,,,"cricketer, Australian rules football player, politician, electrical contractor, sports journalist",,Australian Labor Party (South Australian Branch),"Member of the South Australian House of Assembly, Speaker of the South Australian House of Assembly",,male,,,Gil Langley,,,,,,"Langley, Gilbert.",1.0,1745.0,"The life and surprising adventures of Gilbert Langley, formerly of Serle-Street, near Lincoln's End, goldsmith and jeweller, ... Written by himself in Maidstone Goal, whilst under sentence of death, for robbing John Springate of Feversham, of three farthings,",,136.0,,37134,5227,0.14076048903969407
K122077.000,K122077.000.txt,,,,Free,"King, Thomas, 1730-1805.",,,,,,,,,,,,,,,,,,,,,,male,,,"King, Thomas, 1730-1805.",,,,,,"King, Thomas, 1730-1805.",1.0,1766.0,"Like master, like man: A comedy of two acts. Altered from Sir John Vanbrugh. As performed at the Theater, in Smock-Alley.",,19.0,,5431,1308,0.24083962437856749
K122211.000,K122211.000.txt,,,,Free,Philip Francis,,,,,,,140521,10077.0,,,Ireland,,,SirPhilipFrancis.jpg,"2nd United Kingdom Parliament, 3rd United Kingdom Parliament, 16th Parliament of Great Britain, 17th Parliament of Great Britain",,"politician, writer",,,"Member of the 3rd Parliament of the United Kingdom, Member of Parliament in the Parliament of Great Britain, Member of the 2nd Parliament of the United Kingdom, Member of the 3rd Parliament of the United Kingdom, Member of the 16th Parliament of Great Britain, Member of the 17th Parliament of Great Britain",,male,,,Philip Francis, Great Britain. Parliament.,,,,,"Francis, Philip, Sir, 1740-1818.; Great Britain. Parliament.",2.0,1795.0,"Speech of Mr. Francis, on the suspension of the Habeas Corpus Act, Friday, January 23, 1795",,8.0,,3645,948,0.26008230452674896
K122295.000,K122295.000.txt,,,,Free,Joseph Cradock,,,,,,,135122,6560.0,,,"Great Britain, United Kingdom of Great Britain and Ireland",,,,Society of Antiquaries of London,,writer,,,,,male,,,Joseph Cradock,,,,,,"Cradock, Joseph, 1742-1826.",1.0,1762.0,Zobeide. A tragedy: As it is acted at the Theater Royal in Covent Garden.,,92.0,,10931,2416,0.22102277925166958
K122645.000,K122645.000.txt,,,,Free,"Richardson, Samuel, d. 1805.",,,,,,,,,,,,,,,,,,,,,,male,,,"Richardson, Samuel, d. 1805.",,,,,,"Richardson, Samuel, d. 1805.",1.0,1796.0,An essay on the suretiship of Christ. In two parts. Part I. The doctrine stated. Part II. Objections answered. By Samuel Richardson,,224.0,,29550,3069,0.10385786802030457
K122875.000,K122875.000.txt,,,,Free,Theophilus Cibber,,,,,,,132696,5418.0,,,United Kingdom,,,"Cibber, in the Character of Ancient Pistol (1759).jpg",,,stage actor,,,,,male,,,Theophilus Cibber,,,,,,"Cibber, Theophilus, 1703-1758.",1.0,1743.0,"An epistle from Mr. Theophilus Cibber, comedian, to Mr. Thomas Sheridan, tragedian",,13.0,,2425,818,0.337319587628866
K122987.000,K122987.000.txt,,,,Free,Daniel Defoe,,,,,"Robinson Crusoe, Moll Flanders, A Journal of the Plague Year",,24826,7421.0,,,"Kingdom of England, Great Britain",,English people,Daniel Defoe Kneller Style.jpg,,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist",Bunhill Fields,,,,male,Mary Tuffley,,Daniel Defoe,,,,,,"Defoe, Daniel, 1661?-1731.",1.0,1710.0,"Advertisement from Daniel De Foe, to Mr. Clark",,4.0,,1485,477,0.3212121212121212
K122997.000,K122997.000.txt,,,,Free,William Kenrick,,,,,,,149492,15416.0,,,Great Britain,,,William Kenrick.jpg,,,"writer, playwright, translator",,,,,male,,,William Kenrick,,,,,,"Kenrick, W. (William), 1725?-1779.",1.0,1770.0,"An account of the automaton, constructed by Orffyreus: in two letters; the one, from Professor 'sGravesande, to Sir Isaac Newton; the other from Baron Fischer, to Dr. Desaguliers. To which is annexed the testimonial of the Prince of Hesse Cassel, ... likewise animadversions, by Professor Allaman of Leyden, ...",,27.0,,6914,2089,0.3021405843216662
K123014.000,K123014.000.txt,,,,Free,John Arbuthnot,,,,,,,17554,610.0,,,Great Britain,,,Arbuthnot John Kneller.jpg,"Royal Society, Royal College of Physicians",,"mathematician, writer, composer, physician","St James's Church, Piccadilly",Tories,,,male,,,John Arbuthnot,,,,,,"Arbuthnot, John, 1667-1735.",1.0,1775.0,"Esther, an oratorio: or sacred drama; as it is performed at the Theater Royal in Covent Garden, with the last improvements. By George Frederic Handel, ...",,16.0,,1497,583,0.3894455577822311
K123147.000,K123147.000.txt,,,,Free,David Hume,philosophy,"empiricism, naturalism, philosophical skepticism, Age of Enlightenment",,,"An Enquiry Concerning Human Understanding, An Enquiry Concerning the Principles of Morals, The History of England, A Treatise of Human Nature","George Berkeley, John Locke",32350,14141.0,,,Great Britain,,,Painting of David Hume.jpg,Royal Society of Edinburgh,,"philosopher, economist, librarian, historian, essayist, writer",Old Calton Cemetery,,,agnosticism,male,,,David Hume,"Henry St John, 1st Viscount Bolingbroke",,,,,"Hume, David, 1711-1776.; Bolingbroke, Henry St. John, Viscount, 1678-1751.",2.0,1782.0,The beauties of Hume and Bolingbroke,,294.0,,65561,7449,0.11361937737374353
K123155.000,K123155.000.txt,,,,Free,Thomas Morton,,,,,,,156962,19375.0,,,Great Britain,,,Thomas Morton (1764–1838).jpg,Garrick Club,,playwright,,,,,male,,,Thomas Morton,,,,,,"Morton, Thomas, 1764-1838.",1.0,1794.0,"The children in the wood: an opera, in two acts, as performed at the Royal Theaters of Drury Lane and the Hay-Market.",,36.0,,6326,1421,0.2246285172304774
K123412.000,K123412.000.txt,,,,Free,George Saville Carey,,,,,,,131849,4648.0,,,,,,,,,writer,,,,,male,,,George Saville Carey,,,,,,"Carey, George Saville, 1743-1807.",1.0,1799.0,"The balnea: or, an impartial description of all the popular watering places in England, ... By George Saville Carey.",,243.0,,28931,5085,0.17576302236355468
K123515.000,K123515.000.txt,,,,Free,Isaac Watts,,,,,"Our God, Our Help in Ages Past, Come, We Who Love the Lord, From All That Dwell Below the Skies, Joy to the World",,50481,28888.0,,,Great Britain,,,Isaac Watts from NPG.jpg,,,"theologian, philosopher, poet, hymnwriter",Bunhill Fields,,,Protestantism,male,,,Isaac Watts,,,,,,"Watts, Isaac, 1674-1748.",1.0,1777.0,"Divine songs: attempted in easy language for the use of children. By I. Watts, D.D.",,70.0,,8342,1779,0.2132582114600815
K123618.000,K123618.000.txt,,,,Free,Daniel Defoe,,,,,"Robinson Crusoe, Moll Flanders, A Journal of the Plague Year",,24826,7421.0,,,"Kingdom of England, Great Britain",,English people,Daniel Defoe Kneller Style.jpg,,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist",Bunhill Fields,,,,male,Mary Tuffley,,Daniel Defoe,,,,,,"Defoe, Daniel, 1661?-1731.",1.0,1712.0,"A collection of original papers and material transactions, concerning the late great affair of the union between England and Scotland: Also an exact journal of the proceedings of the treaty as well at London as in Edinburgh. Wherein the privilege [sic] of the Presbyterian kirk, and the case of toleration of episcopal dissenters there, are very clearly stated. In five parts. Faithfully collected from the records and registers; by a person concerned in the said treaty, and present in both kingdoms at the time of its transacting.; History of the union of Great Britain",,732.0,,335215,12789,0.03815163402592366
K123738.000,K123738.000.txt,,,,Free,William Logan,,,,,,,,,,,,,,,,,,,,,,male,,,William Logan,,,,,,"Logan, William, 1747-1772.",1.0,1770.0,Observations on the effects of sea water in the scurvy and scrophula: in which a new theory of those diseases is attempted; ... By William Logan.,,46.0,,7069,1528,0.216155043146131
K123849.000,K123849.000.txt,,,,Free,Charles Dibdin,,,,,,,25210,7585.0,77ef5827-0568-4523-8a04-9284f4aee0b4,,United Kingdom of Great Britain and Ireland,,English people,Charles Dibdin by Thomas Phillips.jpg,,,"singer-songwriter, playwright, composer, writer, stage actor, singer",Winchester Cathedral,,,,male,Anne Maria Wylde,Harriet Pitt,Charles Dibdin,Michel-Jean Sedaine,,,,,"Dibdin, Charles, 1745-1814.; Sedaine, 1719-1797.",2.0,1773.0,The deserter. A new musical drama: as it is performed at the Theater Royal in Drury Lane.,,39.0,,8494,1545,0.1818931010124794
K124044.000,K124044.000.txt,,,,Free,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,,,,,1707.0,"The deplorable state of the sick: from the impious treacheries of many physicians and surgeons to the patients and their professions, ...",,63.0,,22066,3636,0.16477839209643796
K124613.000,K124613.000.txt,,,,Free,Great Britain. Sovereign (1760-1820 : George III),,,,,,,,,,,,,,,,,,,,,,male,,,Great Britain. Sovereign (1760-1820 : George III),,,,,,Great Britain. Sovereign (1760-1820 : George III),1.0,1775.0,"His Majesty's most gracious speech to both Houses of Parliament, on Thursday the 26th of October, 1775; Speeches. 1775-10-26",,1.0,,1054,455,0.4316888045540797
K124816.000,K124816.000.txt,,,,Free,Daniel Defoe,,,,,"Robinson Crusoe, Moll Flanders, A Journal of the Plague Year",,24826,7421.0,,,"Kingdom of England, Great Britain",,English people,Daniel Defoe Kneller Style.jpg,,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist",Bunhill Fields,,,,male,Mary Tuffley,,Daniel Defoe,,,,,,"Defoe, Daniel, 1661?-1731.",1.0,1706.0,"D' foe's answer to the Quakers catechism: or, a dark lanthorn for a friend of the light",,8.0,,2230,960,0.4304932735426009
K124952.000,K124952.000.txt,,,,Free,Oliver Goldsmith,,,,,The Vicar of Wakefield,,29286,10924.0,70675cb4-21a6-457f-beef-8530dbdc7ed6,kidney failure,"Kingdom of Ireland, Ireland, United Kingdom",,Irish people,Oliver Goldsmith by Sir Joshua Reynolds.jpg,,English,"physician, physician writer, poet, playwright, literary critic, novelist, writer, essayist, polygraph, dramaturge, theatrical producer",Temple Church,,,,male,,,Oliver Goldsmith,,,,,,"Goldsmith, Oliver, 1730?-1774.",1.0,1774.0,"An abridgment of the History of England: from the invasion of Julius Caesar, to the death of George II. By Dr. Goldsmith.; History of England.",,361.0,,110644,9106,0.08229998915440512
K125097.000,K125097.000.txt,,,,Free,John Brown,,,,,,,186413,3621.0,,exsanguination,Great Britain,,,,,,"writer, philosopher, essayist, poet, playwright, satirist, Anglican priest",,,,Church of England,male,,,John Brown,,,,,,"Brown, John, 1715-1766.",1.0,1770.0,A description of the Lake at Keswick: (and the adjacent country) in Cumberland. Communicated in a letter to a friend. By a late popular writer.,,7.0,,1098,485,0.44171220400728595
K125194.000,K125194.000.txt,,,,Free,Daniel Defoe,,,,,"Robinson Crusoe, Moll Flanders, A Journal of the Plague Year",,24826,7421.0,,,"Kingdom of England, Great Britain",,English people,Daniel Defoe Kneller Style.jpg,,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist",Bunhill Fields,,,,male,Mary Tuffley,,Daniel Defoe,,,,,,"Defoe, Daniel, 1661?-1731.",1.0,1708.0,"An answer to a paper concerning Mr. De Foe, against his History of the union",,8.0,,3035,735,0.24217462932454695
K125296.000,K125296.000.txt,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1799.0,A King or a Consul? A new song to the tune of Derry down,,1.0,,606,303,0.5
K125362.000,K125362.000.txt,,,,Free,Henry Carey,,baroque music,,,,,131851,4651.0,,hanging,Great Britain,,,Henry Carey.jpg,,,"poet, composer, writer",,,,,male,,,Henry Carey,,,,,,"Carey, Henry, 1687?-1743.",1.0,1760.0,"Pretty Sally's garland: Or, Johnny's kind courtship. In two parts.",,1.0,,738,252,0.34146341463414637
K125567.000,K125567.000.txt,,,,Free,Thomas Pennant,plant science,,,Downing,,,41545,21860.0,,,"Great Britain, Wales",,,Thomas Pennant.jpg,"Royal Society, Royal Swedish Academy of Sciences",,"botanist, ornithologist, zoologist, biologist, malacologist",,,,,male,,,Thomas Pennant,,,,,,"Pennant, Thomas, 1726-1798.",1.0,1792.0,"A letter to a Member of Parliament, on mail-coaches. By Thomas Pennant, Esquire",,35.0,,5316,1413,0.26580135440180586
K125710.000,K125710.000.txt,,,,Free,Richard Brinsley Sheridan,,,,,,,20881,25367.0,,,Kingdom of Ireland,,,Richard Sheridan.jpg,"1st United Kingdom Parliament, 2nd United Kingdom Parliament, 3rd United Kingdom Parliament, 4th United Kingdom Parliament",,"poet, politician, librettist, dramaturge, playwright",Westminster Abbey,Whigs,"Member of the 4th Parliament of the United Kingdom, Treasurer of the Navy, Member of Parliament in the Parliament of Great Britain, Member of the 1st Parliament of the United Kingdom, Member of the 2nd Parliament of the United Kingdom, Member of the 3rd Parliament of the United Kingdom, Member of the 4th Parliament of the United Kingdom, Member of the 17th Parliament of Great Britain, Member of the 18th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain",,male,"Elizabeth Ann Linley, Esther Jane Ogle",,Richard Brinsley Sheridan,,,,,,"Sheridan, Richard Brinsley, 1751-1816.",1.0,1781.0,"The school for scandal: a comedy; as it is performed at the Theatres-Royal, in London and Dublin.",,94.0,,23859,2862,0.11995473406261788
K125722.000,K125722.000.txt,,,,Free,"Whitehead, William, of Newcastle.",,,,,,,,,,,,,,,,,,,,,,male,,,"Whitehead, William, of Newcastle.",,,,,,"Whitehead, William, of Newcastle.",1.0,1782.0,"The Newcastle and Gateshead directory: for 1782, 83, and 84. Containing the names, trades, and situation of the warehouses, shops, &c. ...",,72.0,,11098,2312,0.208325824472878
K125842.000,K125842.000.txt,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1796.0,"Robert and Richard; or, the ghost of poor Molly: who was drowned in Richard's mill pond. To the tune of Collins's Mulberry tree.",,1.0,,653,321,0.49157733537519144
K125843.000,K125843.000.txt,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1800.0,"The roguish miller; or, nothing got by cheating: A true ballad",,1.0,,660,271,0.4106060606060606
K125859.000,K125859.000.txt,,,,Free,William Hutchinson,,,,,,,148565,14291.0,,,Great Britain,,,William Hutchinson.jpg,,,lawyer,,,,,male,,,William Hutchinson,,,,,,"Hutchinson, William, 1732-1814.",1.0,1796.0,"The history and antiquities of the city of Carlisle: and its vicinity, by William Hutchinson, Esquire.",,122.0,,68014,9958,0.146411033022613
